,ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Siglas Consola,Nombre Consola,Familia Consolas,Ventas Total,Puntaje Críticos,Puntaje Usuarios,Rating
868,VID_009788,Death Jr.: Root of Evil,2008,Platform,Wii,Nintendo Wii,Nintendo,110000,71.0,81.0,T
872,VID_009845,Astro Boy: The Video Game,2009,Action,Wii,Nintendo Wii,Nintendo,110000,48.0,35.0,E10+
880,VID_009950,"Sakura Wars: So Long, My Love",2010,Role-Playing,Wii,Nintendo Wii,Nintendo,100000,75.0,73.0,T
888,VID_010053,JU-ON: The Grudge,2009,Action,Wii,Nintendo Wii,Nintendo,100000,39.0,56.0,M
897,VID_010121,Help Wanted: 50 Wacky Jobs,2008,Simulation,Wii,Nintendo Wii,Nintendo,100000,65.0,70.0,E10+
902,VID_010188,Rolling Stone: Drum King,2009,Misc,Wii,Nintendo Wii,Nintendo,100000,32.0,18.0,T
906,VID_010214,X-Men: Destiny,2011,Action,Wii,Nintendo Wii,Nintendo,100000,36.0,45.0,T
908,VID_010233,Opoona,2007,Role-Playing,Wii,Nintendo Wii,Nintendo,100000,65.0,77.0,E10+
914,VID_010303,Tornado Outbreak,2009,Action,Wii,Nintendo Wii,Nintendo,100000,71.0,82.0,E10+
917,VID_010325,Heatseeker,2007,Action,Wii,Nintendo Wii,Nintendo,100000,62.0,62.0,T
919,VID_010341,"Blast Works: Build, Trade, Destroy",2008,Shooter,Wii,Nintendo Wii,Nintendo,100000,78.0,77.0,E
921,VID_010387,Little League World Series Baseball 2008,2008,Sports,Wii,Nintendo Wii,Nintendo,90000,70.0,80.0,E
922,VID_010411,Family Party: 30 Great Games,2008,Misc,Wii,Nintendo Wii,Nintendo,90000,42.0,10.0,E10+
923,VID_010420,Medal of Honor: Vanguard,2007,Shooter,Wii,Nintendo Wii,Nintendo,90000,56.0,70.0,T
926,VID_010435,Code Lyoko: Quest for Infinity,2007,Action,Wii,Nintendo Wii,Nintendo,90000,58.0,85.0,E10+
929,VID_010456,Rygar: The Battle of Argus,2008,Action,Wii,Nintendo Wii,Nintendo,90000,52.0,70.0,T
950,VID_010681,The Mummy: Tomb of the Dragon Emperor,2008,Action,Wii,Nintendo Wii,Nintendo,90000,39.0,64.0,T
952,VID_010705,The Ant Bully,2006,Platform,Wii,Nintendo Wii,Nintendo,90000,45.0,14.0,E10+
954,VID_010723,Spider-Man: Edge of Time,2011,Action,Wii,Nintendo Wii,Nintendo,90000,62.0,52.0,T
955,VID_010726,Jumper: Griffin's Story,2008,Action,Wii,Nintendo Wii,Nintendo,90000,28.0,25.0,T
956,VID_010739,BIT.TRIP COMPLETE,2011,Misc,Wii,Nintendo Wii,Nintendo,90000,84.0,87.0,E
957,VID_010746,Data East Arcade Classics,2010,Misc,Wii,Nintendo Wii,Nintendo,90000,56.0,82.0,T
964,VID_010850,Mad Dog McCree: Gunslinger Pack,2009,Shooter,Wii,Nintendo Wii,Nintendo,80000,31.0,50.0,T
965,VID_010861,Harvey Birdman: Attorney at Law,2008,Adventure,Wii,Nintendo Wii,Nintendo,80000,60.0,78.0,T
967,VID_010915,Agatha Christie: Evil Under the Sun,2008,Adventure,Wii,Nintendo Wii,Nintendo,80000,46.0,73.0,T
973,VID_010956,Ninjabread Man,2007,Action,Wii,Nintendo Wii,Nintendo,80000,20.0,17.0,E
974,VID_010983,SafeCracker: The Ultimate Puzzle Adventure,2008,Puzzle,Wii,Nintendo Wii,Nintendo,80000,56.0,78.0,E
980,VID_011049,Ice Age 2: The Meltdown,2006,Platform,Wii,Nintendo Wii,Nintendo,80000,66.0,78.0,E10+
985,VID_011105,Far Cry Vengeance,2006,Shooter,Wii,Nintendo Wii,Nintendo,80000,38.0,53.0,M
986,VID_011108,Worms: A Space Oddity,2008,Strategy,Wii,Nintendo Wii,Nintendo,80000,64.0,43.0,E10+
992,VID_011193,Lost in Blue: Shipwrecked,2008,Adventure,Wii,Nintendo Wii,Nintendo,80000,54.0,60.0,E10+
999,VID_011256,Cosmic Family,2007,Misc,Wii,Nintendo Wii,Nintendo,80000,54.0,57.0,E
1001,VID_011277,Baroque,2008,Role-Playing,Wii,Nintendo Wii,Nintendo,70000,50.0,81.0,T
1004,VID_011293,Agatha Christie: And Then There Were None,2008,Adventure,Wii,Nintendo Wii,Nintendo,70000,50.0,62.0,T
1007,VID_011325,Rogue Trooper: Quartz Zone Massacre,2009,Shooter,Wii,Nintendo Wii,Nintendo,70000,70.0,82.0,T
1013,VID_011434,Speed Zone,2009,Racing,Wii,Nintendo Wii,Nintendo,70000,37.0,38.0,E
1020,VID_011527,SNK Arcade Classics Vol. 1,2008,Misc,Wii,Nintendo Wii,Nintendo,70000,73.0,80.0,T
1021,VID_011539,Open Season,2006,Platform,Wii,Nintendo Wii,Nintendo,70000,49.0,56.0,E10+
1024,VID_011564,Target: Terror,2008,Shooter,Wii,Nintendo Wii,Nintendo,70000,33.0,27.0,M
1031,VID_011624,Anubis II,2007,Platform,Wii,Nintendo Wii,Nintendo,70000,19.0,27.0,E
1043,VID_011819,Tournament of Legends,2010,Fighting,Wii,Nintendo Wii,Nintendo,60000,45.0,69.0,T
1044,VID_011821,Escape from Bug Island,2006,Action,Wii,Nintendo Wii,Nintendo,60000,37.0,50.0,M
1047,VID_011845,Legend of the Dragon,2007,Fighting,Wii,Nintendo Wii,Nintendo,60000,37.0,48.0,T
1048,VID_011877,NHL 2K9,2008,Sports,Wii,Nintendo Wii,Nintendo,60000,65.0,54.0,E10+
1051,VID_011903,Showtime Championship Boxing,2007,Fighting,Wii,Nintendo Wii,Nintendo,60000,35.0,47.0,E10+
1059,VID_011995,Alien Syndrome,2007,Role-Playing,Wii,Nintendo Wii,Nintendo,60000,48.0,71.0,T
1061,VID_012002,Secret Files: Tunguska,2008,Adventure,Wii,Nintendo Wii,Nintendo,60000,65.0,76.0,T
1070,VID_012184,Ivy the Kiwi?,2010,Puzzle,Wii,Nintendo Wii,Nintendo,60000,74.0,72.0,E
1071,VID_012218,Samurai Shodown Anthology,2008,Fighting,Wii,Nintendo Wii,Nintendo,60000,74.0,82.0,T
1077,VID_012342,Alvin and the Chipmunks,2007,Misc,Wii,Nintendo Wii,Nintendo,50000,30.0,36.0,E
1079,VID_012358,Coraline,2009,Action,Wii,Nintendo Wii,Nintendo,50000,42.0,55.0,E10+
1095,VID_012566,Back to the Future: The Game,2011,Adventure,Wii,Nintendo Wii,Nintendo,50000,66.0,41.0,T
1097,VID_012583,Jenga World Tour,2007,Misc,Wii,Nintendo Wii,Nintendo,50000,26.0,28.0,E
1102,VID_012687,Furu Furu Park,2007,Misc,Wii,Nintendo Wii,Nintendo,50000,43.0,48.0,E10+
